description,keywords,genre,year,name,director,id
Un arquitecto adicto al trabajo encuentra un mando a distancia universal que le permite adelantar y rebobinar diferentes partes de su vida. Las complicaciones surgen cuando el mando empieza a anular sus decisiones.,"mando de la tele, workaholic, arquitecto, relación jefe empleado, escena sexual","comedia, drama, fantasía",2006.0,Click,Frank Coraci,3910
Un reverendo somete a una pareja comprometida a un agotador curso de preparación matrimonial para saber si están destinados a casarse en su iglesia.,"iglesia, boda, kiss, EEUU, banquete de boda","comedia, romance",2007.0,Hasta que el cura nos separe,Ken Kwapis,3911
La solitaria vida de un chico cambia completamente cuando se hace amigo de un perro nada ordinario que le enseña a jugar al baloncesto.,"dog movie, demanda judicial, gavel, abandoned church, car in water","comedia, drama, familiar",1997.0,Air Bud,Charles Martin Smith,3912
"Después de que su novia lo abandona por un atleta de esquí grosero, Lane decide que el suicidio es la única respuesta. Sin embargo, sus intentos cada vez más ineptos solo le traen más agonía y vergüenza.","french girl, two dollars, esquiar, estudiante de intercambio, instituto","comedia, romance",1985.0,Más vale muerto,Savage Steve Holland,3913
"Son Gokû, un guerrero con cola de mono, y sus amigos buscan las Bolas de Dragón, un conjunto de bolas de cristal que, una vez reunidas, conceden a su portador el deseo que quiera.","older actors younger roles, poder supernatural, superhéroe, dragon ball, based on manga","animación, acción, aventura",1989.0,Dragon Ball,,3914
"Pilar huye de casa una noche de invierno. Solo se lleva con ella unas pocas pertenencias y a su hijo, Juan. Antonio no tarda en empezar a buscarla. Dice que Pilar es su sol y que, además, ""le ha dado sus ojos..."".","male pubic hair, male full frontal nudity, barefoot woman, talking after sex, título dirigido por una mujer","drama, romance",2003.0,Te doy mis ojos,Icíar Bollaín,3915
El inspector de policía Emilien y su amigo conductor de taxis Daniel vuelven para perseguir a un grupo de la Yakuza japonesa.,"female bodyguard, woman fights a man, personaje femenino empoderado, tough woman, tape over mouth","acción, comedia, crimen",2001.0,Taxi 2,Gérard Krawczyk,3916
Una familia degenerada y con problemas ven invadida su vida por un misterioso extraño que parece ayudar a encontrar un equilibrio en su naturaleza inquietante.,"incestuous desire, incest, sex with dead woman, prostitute, sexo","comedia, drama, terror",2001.0,Visitor Q,Takashi Miike,3917
Una investigación de homicidio por robo desencadena una serie de eventos que harán que un oficial corrupto cuestione sus tácticas.,"año 1992, neonoir, corrupt cop, agente de policía, detective de policía","crimen, drama, suspense",2004.0,Dark Blue,Ron Shelton,3918
"A través de una serie de acontecimientos extraños, un grupo de actores que ruedan una película de guerra de gran presupuesto se ven obligados a convertirse en los soldados que están retratando.","película dentro de una película, parodia, Vietnam, accidente de helicóptero, fake trailer","acción, comedia, bélico",2008.0,Tropic Thunder: ¡Una guerra muy perra!,Ben Stiller,3919
"Un exagerado evangelista de la televisión encuentra la forma de convertir la compra a domicilio por televisión en una experiencia religiosa, y arrasa en Estados Unidos.","battle of the sexes, fiesta, mysterious man, relación jefe empleado, price of fame","comedia, drama",1999.0,El gurú: Una incontrolable tentación,Stephen Herek,3920
Cinco amigos con grandes egos y actitudes ligeramente arrogantes son los propietarios de un bar irlandés en Filadelfia.,"sátira, comedia negra, irish pub, pub, bartender",comedia,2008.0,Colgados en Filadelfia,,3921
"Un periodista se convierte en el centro de atención para una niña de 14 años, que procede a sabotear su vida después de que él rechaza sus avances sexuales.","borderline personality disorder, erotic thriller, seductress, auto-mutilación, evil girl","drama, suspense",1994.0,Veneno en la piel,Alan Shapiro,3922
"Una viuda invita al mejor amigo de su esposo a vivir con ella y sus dos hijos. A medida que cambia gradualmente su vida, ayuda a la familia a afrontar su pérdida.","f rated, recuperación, narcotics anonymous, garaje, cena",drama,2008.0,Cosas que perdimos en el fuego,Susanne Bier,3923
"Robert Redford encabeza el aclamado y estelar elenco, que incluye a Willem Dafoe y Helen Mirren, en este thriller que invita a la reflexión.","ransom, fbi federal bureau of investigation, bosque, matrimonio, negociación","drama, misterio, suspense",2004.0,La sombra de un secuestro,Pieter Jan Brugge,3924
"Tacones Lejanos es una vez más una historia de mujeres, de madres contada a través de los ojos de sus propios hijos: Rebecca y Eduardo.","mother daughter reunion, venganza, murder confession, relación extramarital, identidad secreta","comedia, drama, romance",1991.0,Tacones lejanos,Pedro Almodóvar,3925
"Cuatro amigos emprendedores, sabiendo que hay algo más grande e innovador que los diferentes dispositivos de comprobación de errores que han construido, se pelean por su nuevo invento.","changing the future, viaje en el tiempo, línea temporal no-linear, película independiente, invención","drama, ciencia ficción, suspense",2005.0,Primer,Shane Carruth,3926
"Durante la dinastía Tang de China, el emperador toma como esposa a la princesa de una provincia vecina. Ella le da dos hijos y cría a su hijo mayor. Ahora el control sobre su dominio es completo, incluyendo la propia familia real.","deep cleavage, chrysanthemum, royal family, disputa familiar, envenenamiento","acción, drama, historia",2007.0,La maldición de la flor dorada,Yimou Zhang,3927
"La única mujer detective de la brigada de homicidios de Filadelfia encuentra su vocación cuando se le asignan ""casos sin resolver"", crímenes antiguos que nunca se han resuelto.","female protagonist, female detective, título de la serie dicho por personaje, protagonista policía, female police officer","crimen, drama, misterio",2004.0,Caso abierto,,3928
"La senadora Laine Hanson es candidata a vicepresidenta de Estados Unidos, pero la información y la desinformación sobre su pasado emergen y amenazan con descarrilar su participación.","political thriller, trapped underwater in a car, reference to chappaquiddick, larry king character, president","drama, suspense",2001.0,Candidata al poder,Rod Lurie,3929
Jesse se reencuentra con Willy dos años después de ser liberado mientras también intenta rescatarlo junto con otras orcas de un derrame de petróleo.,"ballena, boy, oil tanker, oil spill, killer whale","aventura, drama, familiar",1995.0,Liberad a Willy 2,Dwight H. Little,3930
Un hombre busca a su esposa desaparecida después de que su coche se averíe en medio del desierto.,"car truck chase, breakdown, psychological thriller, psychological abuse, missing wife","crimen, drama, misterio",1997.0,Breakdown,Jonathan Mostow,3931
"Para detener a una nueva banda disfrazada de Santa Claus, Emilien y Daniel deben lidiar también con cambios importantes en sus relaciones personales.","marseille france, taxi, taxi driver, éxito taquillero local, tercera parte","acción, comedia, crimen",2003.0,Taxi 3,Gérard Krawczyk,3932
"Durante la Prohibición en EEUU, el agente federal Eliot Ness intenta detener al gánster de Chicago Al Capone. Para evitar los efectos de la corrupción, crea un pequeño equipo cuidadosamente seleccionado para que le ayude.","prohibition era, prohibición, Chicago,  Illinois, al capone character, tax evasion","crimen, drama, suspense",1987.0,Los intocables de Eliot Ness,Brian De Palma,3933
"Dedicado a ayudar a que su hermano Al (Tim Matheson) gane las elecciones para gobernador del estado de Washington, Mike transforma cada oportunidad de sumar votos en un desastre vergonzoso.","torpeza, vergüenza, campaña política, política, crooked politician",comedia,1996.0,Black Sheep,Penelope Spheeris,3934
"En la Segunda Guerra Mundial, una paloma se alista en el Servicio Real de Palomas Mensajeras de élite para servir a Gran Bretaña, mientras el temible general Von Talon y su mortífero escuadrón de halcones patrullan el Canal de la Man","movie flop, british animation, timeframe 1940s, paloma, falcon","animación, aventura, comedia",2005.0,Valiant,Gary Chapman,3935
"Un profesor despistado que trabaja en una universidad a punto de cerrar por falta de dinero hace un descubrimiento que puede evitar el cierre del centro: flubber, una sustancia voladora que produce energía.","female nudity, male nudity, bare back, Disney, reference to oklahoma the musical","comedia, familiar, ciencia ficción",1998.0,Flubber y el profesor chiflado,Les Mayfield,3936
Un ejecutivo de televisión egoísta y cínico es perseguido por tres espíritus que le dan lecciones en Nochebuena.,"fantasma, Navidad, compasión, codicia, redención","comedia, drama, fantasía",1988.0,Los fantasmas atacan al jefe,Richard Donner,3937
Un ex agente de inteligencia estadounidense que trabaja por cuenta propia trata de encontrar un misterioso paquete que es buscado por los irlandeses y los rusos.,"ira, original story, ronin, case, maleta","acción, crimen, suspense",1998.0,Ronin,John Frankenheimer,3938
"Durante una huelga de fútbol profesional, los propietarios contratan jugadores suplentes.","football movie, female cheerleader, woman wears a short dress, woman wears a minidress, rugby player","comedia, deporte",2000.0,Equipo a la fuerza,Howard Deutch,3939
La desconfianza cultural y las falsas acusaciones condenan una amistad en la India colonial británica entre un médico indio y una inglesa comprometida con un magistrado de la ciudad.,"India, doctor, cueva, la década de 1920, pueblo","aventura, drama, historia",1985.0,Pasaje a la India,David Lean,3940
"John McClane y el propietario de una tienda de Harlem son el objetivo del terrorista alemán Simon Gruber en Nueva York, donde planea robar el edificio de la Reserva Federal.","diversionary tactic, grudge, cabina de teléfono, poli duro, bomba","acción, aventura, suspense",1995.0,Jungla de cristal: La venganza,John McTiernan,3941
El agente J es enviado para encontrar al agente K y devolverle la memoria tras la reapariciÃfÂ³n de un caso del pasado de K.,"lencería, michael jackson character, calzone, video conference, leather outfit","acción, aventura, comedia",2002.0,Hombres de negro II,Barry Sonnenfeld,3942
Un detective de la policía de un país sudamericano se dedica a dar caza a un líder guerrillero revolucionario.,"murder of a teenage girl, noticias, watching a video, male pubic hair, pubic hair","crimen, drama, suspense",2002.0,Pasos de baile,John Malkovich,3943
Un joven genio corre frenéticamente contra el tiempo para descifrar un código enemigo y resolver el misterio que rodea a la mujer que ama.,"code breaking, traitor, Segunda Guerra Mundial, bletchley park, espía","drama, misterio, romance",2003.0,Enigma,Michael Apted,3944
"Una comedia que gira en torno a un grupo de amigos adolescentes y sus desventuras mientras crecen, ambientada en el Wisconsin de los 70.","wisconsin, la década de 1970, sótano, grupo de amigos, amistad","comedia, drama, romance",2003.0,Aquellos maravillosos 70,,3945
"El gobierno japonés captura a una clase de secundaria y los obliga a matarse unos a otros bajo el revolucionario acto ""Battle Royale"".","comentario social, película de culto, game of survival, game of death, arma","acción, aventura, drama",2002.0,Battle Royale,Kinji Fukasaku,3946
"Un gánster intenta cumplir la promesa que le hizo a su padre moribundo: que abandonaría su vida de crimen y ""cambiaría"".","neo screwball comedy, la década de 1930, literature on screen, european literature on screen, french literature on screen","comedia, crimen",1991.0,Oscar ¡quita las manos!,John Landis,3947
Una exitosa veterinaria y presentadora de un programa de radio con baja autoestima pide a su amiga modelo que se haga pasar por ella cuando un hombre guapo quiere verla.,"amistad entre mujeres, veterinarian, radio show host, triángulo amoroso, inseguridad","comedia, romance",1996.0,La verdad sobre perros y gatos,Michael Lehmann,3948
"Después de que su esposa se divorcia de él, un inmigrante polaco conspira para vengarse de ella.","matrimonio, obsesión, divorcio, riqueza, humillación","comedia, drama, romance",1994.0,Tres colores: Blanco,Krzysztof Kieslowski,3949
"Batman y Robin tratan de mantener su relación, aunque deben evitar que Mr. Freeze y Hiedra Venenosa congelen Gotham City.","bat nipples, batman character, bruce wayne character, heavy breathing, retruécano","acción, ciencia ficción",1997.0,Batman y Robin,Joel Schumacher,3950
Una adolescente guapa y popular no puede salir en una cita hasta que lo haga su hermana mayor de mal genio.,"protective father, salir de citas, shakespeare adaptation, high school shakespeare adaptation, teen comedy","comedia, drama, romance",1999.0,10 razones para odiarte,Gil Junger,3951
La relación platónica entre la artista Dora Carrington y el escritor Lytton Strachey a principios del siglo XX.,"writer, gay, violación, f rated, character name as title","biografía, drama, romance",1995.0,Carrington,Christopher Hampton,3952
"Un atracador estúpido toma a Jean como rehén en un atraco a un banco. Como Jean salió de la cárcel una hora antes, la policía asume que él es el ladrón. Todo sale cómicamente mal. La hija pequeña del ladrón se une a los fugitivos.","detective de policía, heist gone wrong, herida de bala, farsa, accidente de coche","comedia, crimen, drama",1986.0,Dos fugitivos,Francis Veber,3953
"Tres historias separadas de ciencia ficción. En la primera, ""Rosa magnética"", cuatro viajeros espaciales son atraídos a una nave espacial abandonada que contiene un mundo creado por los recuerdos de una mujer.","animated anthology, violencia, estación espacial, alucinación, memoria","animación, ciencia ficción, suspense",1995.0,Memories,Kôji Morimoto,3954
"Los Goonies son un grupo de amigos que viven en Goon Docks, Astoria, pero sus casas han sido compradas y van a ser demolidas. Sin embargo, vivirán su última aventura en busca de un tesoro que pueda salvar el barrio.","búsqueda del tesoro, grupo de amigos, treasure map, teen comedy, tesoro","aventura, comedia, familiar",1985.0,Los Goonies,Richard Donner,3955
La vida del cómico legendario Andy Kaufman.,"comedian, eccentric, wrestler, kissing while having sex, performance artist","biografía, comedia, drama",2000.0,Man on the Moon,Milos Forman,3956
El origen de las supernenas y por qué dedicaron su vida a luchar contra el crimen y las fuerzas del mal.,"cartoon network, tv de culto, superhero crying, gender in title, origin of heroine","animación, acción, aventura",2002.0,Las supernenas: La película,Craig McCracken,3957
Cuatro amigos adolescentes pasan la noche en una casa y son acosados ​​por un hombre deformado con una máscara de Frankenstein.,"carnaval, funhouse, enfoque des del punto de vista del personaje, reference to the wolfman, deranged",terror,1981.0,La casa de los horrores,Tobe Hooper,3958
Mike O'Donnell tiene la oportunidad de rehacer su vida cuando se encuentra en un vórtice temporal.,"body transformation, adult as child, instituto, friend, baloncesto","comedia, drama, fantasía",2009.0,17 otra vez,Burr Steers,3959
Melvin Smiley es un asesino a sueldo con ansiedad social que se hace la vida muy difícil a si mismo cuando se enamora de su última víctima.,"male rear nudity, male nudity, videoclub, vhs, referencia a las Spice Girls","acción, comedia, crimen",1999.0,Equipo mortal,Kirk Wong,3960
Los chistes dominan esta parodia de los dramas policíacos.,"deadpan, la década de 1980, male protagonist, signo de exclamación en título, título de dos palabras","comedia, crimen",1982.0,Escuadrón de policía,,3961
Tres hombres desempleados buscan respuestas a todos sus problemas de dinero. ¿Sabrán qué hacer cuando llegue la oportunidad?,"remake of malayalam film, wrong telephone number, farsa, amistad, policía","acción, comedia, crimen",2000.0,Hera Pheri,Priyadarshan,3962
Dos bomberos heterosexuales solteros de Brooklyn fingen ser una pareja gay para recibir beneficios de pareja doméstica.,"seguro, casanovas, hand gesture imitating sex, camera focus on cleavage, revista porno","comedia, romance",2007.0,Os declaro marido y marido,Dennis Dugan,3963
"Durante una larga guerra espacial, la vida de dos enemigos heridos depende de su capacidad para perdonar y fiarse el uno del otro.","título igual que el libro, narración en primera persona, narrated by protagonist, unknown planet, man tied up","acción, aventura, drama",1985.0,Enemigo mío,Wolfgang Petersen,3964
"En la era de los vikingos, Kainan llega a la Tierra junto con un depredador alienígena conocido como Moorwen buscando venganza por las vicisitudes sufridas.","viking, alienígena, monstruo, alien predator, warrior","acción, aventura, ciencia ficción",2008.0,Outlander,Howard McCain,3965
"Cuando un accidente de avión se cobra la vida de los miembros del equipo de fútbol de la Universidad Marshall, el nuevo entrenador del equipo y los jugadores que sobrevivieron intentan mantener vivo el programa de fútbol.","Estados Unidos, amistad, fútbol, universidad, coach","drama, deporte",2006.0,Equipo Marshall,McG,3966
Un chico de instituto tiene la oportunidad de escribir para Rolling Stone sobre un nuevo grupo de rock al que compaña en su tour.,"rock and roll, rolling stone magazine, smoking marijuana, en camino, rock musician","aventura, comedia, drama",2001.0,Casi famosos,Cameron Crowe,3967
"Mientras el Imperio romano se desmorona, el joven Rómulo Augusto huye de la ciudad y se embarca en un peligroso viaje a Bretaña para localizar a una legión de seguidores.","roman legion, woman warrior, 5th century, goths, catapult","acción, aventura, historia",2007.0,La última legión,Doug Lefler,3968
"Tracy Flick parece tener ganada la elección de presidente del consejo estudiantil, hasta que uno de sus profesores recluta a un digno oponente: un atleta popular.","comedia negra, instituto, overachiever, escena sexual, campaña electoral","comedia, romance",1999.0,Election,Alexander Payne,3969
Un médico de la ciudad de Nueva York se embarca en una angustiosa odisea nocturna de descubrimiento sexual y moral después de que su esposa le revele un doloroso secreto.,"orgía, password, sex party, prostitute, fantasía sexual","drama, misterio, suspense",1999.0,Eyes Wide Shut,Stanley Kubrick,3970
La música de Los Beatles y la Guerra de Vietnam son el telón de fondo de este romance entre una chica estadounidense de clase alta y un pobre artista de Liverpool.,"canción, protesta, artista, experiencia cercana a la muerte, guerra de Vietnam","drama, fantasía, historia",2008.0,Across the Universe,Julie Taymor,3971
"Profundamente anclados en un programa militar de alto secreto, tres pilotos luchan por controlar un programa de inteligencia artificial antes de que comience la próxima guerra mundial.","stealth, aircraft cockpit, missile attack, captain, teniente","acción, aventura, ciencia ficción",2005.0,La amenaza invisible. Stealth,Rob Cohen,3972
"Después de ser encarcelada injustamente durante trece años y de haber perdido a su hijo, una mujer busca venganza por medios cada vez más brutales.","venganza, asesinato, venganza, detective, cristiano","crimen, drama, suspense",2007.0,Sympathy for Lady Vengeance,Park Chan-wook,3973
"La vida de un chico de sexto, según su diario, que hace amigos, se enamora, y navega su vida escolar y familiar.","dibujo de nickelodeon, protagonista adolescente, male protagonist, teenage boy, junior high school","animación, aventura, comedia",1991.0,Doug,,3974
"Un músico londinense fracasado se ve con una chica una vez a la semana. Cuando empieza a preguntarle cosas sobre ella misma, pone en peligro su relación.","unsimulated sex, escena sexual, adulterous wife, engañando a la mujer, sex on floor","drama, romance",2002.0,Intimidad,Patrice Chéreau,3975
"Hatch recibe un medicamento especial de reanimación después de ""morir"" en un accidente. Él tiene extrañas pesadillas, como matar a una adolescente. ¿Serán solo sueños?","accidente de coche, serial killer, psicópata, suicidio, psychic link","fantasía, terror, suspense",1995.0,Asesino del más allá,Brett Leonard,3976
"Un hombre es transportado accidentalmente al año 1300, donde debe luchar contra un ejército de muertos y recuperar el Necronomicón para poder regresar a casa.","necronomicon, evil dead, la década de 1990, tiempos medievales, batalla","comedia, terror",1993.0,El ejército de las tinieblas,Sam Raimi,3977
"Después de que Homer contamina accidentalmente el suministro de agua de la ciudad, Springfield es encerrada en una gigantesca cúpula por la EPA y los Simpson son declarados fugitivos.","the simpsons, cerdo, lago, dome, animación para adultos","animación, aventura, comedia",2007.0,Los Simpson: La película,David Silverman,3978
El decimosexto cumpleaños de una chica acaba por ser todo menos especial cuando sufre toda humillación posible.,"instituto, estudiante de intercambio, dental braces, ducha, high school dance","comedia, romance",1987.0,16 velas,John Hughes,3979
"Casi una década después de que su relación con una mujer mayor llegara a un misterioso final, el estudiante de derecho Michael Berg se reencuentra con su antigua amante mientras ella se defiende en un juicio por crímenes de guerra.","crimen de guerra, sex with a minor, holocausto, juicio, secreto","drama, romance",2009.0,The Reader (El lector),Stephen Daldry,3980
Un soldado regresa a su ciudad natal para vengarse de los matones que brutalizaron a su hermano con problemas mentales hace años.,"venganza, tortura, army veteran, enfado, relación hermano hermano","crimen, drama, suspense",2004.0,Dead Man's Shoes,Shane Meadows,3981
"Un matón de bajo rango es confiado por su jefe de crimen para deshacerse de un arma que mató a policías corruptos, pero las cosas se descontrolan cuando el arma termina en manos equivocadas.","female frontal nudity, braguitas blancas, braguitas, kissing while having sex, adult child friendship","acción, crimen, drama",2006.0,La prueba del crimen,Wayne Kramer,3982
"Un actor que se prepara para un próximo papel conoce a una extravagante cajera de una tienda de comestibles, y juntos se lanzan a la carretera para mostrarse mutuamente sus respectivos mundos.","viendo la tele, gentle cinema, actor, investigación, entrevista de trabajo","comedia, drama",2007.0,Dame 10 razones,Brad Silberling,3983
Una chica pide un deseo en su trece cumpleaños y se despierta al día siguiente siendo una mujer de treinta años.,"deseo, 13th birthday, 30 year old, body swap, body transformation","comedia, fantasía, romance",2004.0,El sueño de mi vida,Gary Winick,3984
Un hombre solitario busca justicia y la redención cuando tres adolescentes problemáticos matan a su perro sin razón.,"animal character name as title, cigarrillo, perro, matando a un animal, venganza","drama, suspense",,Red (Debieron decir la verdad...),Trygve Allister Diesen,3985
"Una chica aventurera, un hermitaño ciego y un dragón bicéfalo tontorrón buscan la espada perdida Excálibur para salvar al rey Arturo y a Camelot del desastre.","ogre, king arthur character, merlin character, escena antes de créditos de apertura, escena durante crédito de apertura","animación, aventura, comedia",1998.0,La espada mágica: En busca de Camelot,Frederik Du Chau,3986
"Tras el descubrimiento de una misteriosa antiguedad de oro, Allan Quatermain se une una vez más a Jesse Huston para buscar al hermano de Quatermain, desaparecido mucho tiempo atrás mientras buscaba en África una raza blanca perdida.","woman with a gun, acampar, campy, leyenda, city of gold","acción, aventura, comedia",1987.0,Allan Quatermain y la ciudad perdida del oro,Gary Nelson,3987
"La historia de una pareja felizmente casada que quiere formar una familia. Tracy es profesora de arte, y Andy decano. Pero todo cambia cuando Tracy tiene que ser operada de urgencia por Jed, un cirujano con complejo de Dios.","surgeon, neonoir, femme fatale, serial killer, woman on top","crimen, misterio, suspense",1995.0,Malicia,Harold Becker,3988
"Marc, un artista ambulante, vuelve a casa por Navidad cuando su furgoneta se detiene en medio de una ciudad cutre con unos habitantes extraños.","Navidad, bosque, camioneta, cantante, posada",terror,2005.0,Calvario,Fabrice du Welz,3989
"Laurie Strode, ahora directora de una escuela privada con un nombre falso, debe enfrentarse a sus miedos una vez más, pero esta vez la vida de su hijo está en juego.","slasher, call the police, private boarding school, muerte fingida, headmistress","terror, suspense",1998.0,Halloween H20: 20 años después,Steve Miner,3990
Una editora de libros descubre que su visión del juego del romance cambió después de atraer la atención de un hombre mayor.,"braguitas blancas, braguitas, man wears eyeglasses, drunk woman, editor","comedia, drama, romance",2007.0,Suburban Girl,Marc Klein,3991
"El Hombre Enmascarado, descendiente de una línea de superhéroes africanos, viaja a Nueva York para impedir que un rico genio criminal obtenga tres cráneos mágicos, con los que obtendría el secreto del poder supremo.","película de culto, interwar period, character name as title, the phantom character, psychotronic film","acción, aventura, comedia",1996.0,The Phantom: El Hombre Enmascarado,Simon Wincer,3992
"Tras la muerte del Lama Dorje, unos monjes tibetanos acogen a tres niños con la esperanza de que uno de ellos sea la reencarnación de su gran maestro.","budista, Seattle,  Washington, budismo, buddha, reencarnación",drama,1994.0,Pequeño Buda,Bernardo Bertolucci,3993
"La leyenda sobre un asesino que mata a quienes celebran el Día de San Valentín se confirmará como cierta, ya que cuando un grupo de personas desoye la orden del asesino empezarán a aparecer cadáveres.","slasher, asesino slasher, canuxploitation, heart ripped out, triángulo amoroso","terror, misterio, suspense",1981.0,San Valentín sangriento,George Mihalka,3994
Un jovén ladrón que busca vengar la muerte de su hermano es entrenado por un Zorro envejecido que busca su propia venganza.,"California, superhéroe, versión más joven del personaje, good man, good woman","acción, aventura, comedia",1998.0,La máscara del Zorro,Martin Campbell,3995
Una pareja criminal psicótica secuestra a una pareja adolescente al azar. La mujer viola al chico cautivo y le hace ver como su amante es violada por el hombre. Luego planean sacrificar a la pareja.,"forced to watch rape, santeria, violación, paganism, orgasmo","acción, crimen, terror",1997.0,Perdita Durango,Álex de la Iglesia,3996
"A Sarah, de dieciséis años, le dan trece horas para resolver un laberinto y rescatar a su hermanito Toby cuando el rey duende Jareth le concede su deseo de llevárselo.","labyrinth, rescate, mundo de fantasía, película de culto, female protagonist","aventura, familiar, fantasía",1986.0,Dentro del laberinto,Jim Henson,3997
"A un viejo policía alcohólico se le asigna la tarea de escoltar a un testigo desde la custodia policial hasta un juzgado situado a 16 manzanas de distancia. Sin embargo, hay fuerzas caóticas que impiden que lleguen de una pieza.","betrayal by a friend, traición, modern western, vinculación masculina, referencia a Angelina Jolie","acción, drama, suspense",2006.0,16 calles,Richard Donner,3998
Un epílogo de los veinticuatro primeros capítulos de Neon Genesis Evangelion.,"anime, older actors younger roles, purple hair, fourteen year old, fourteen year old boy","animación, acción, drama",,Neon Genesis Evangelion: Death & Rebirth,Hideaki Anno,3999
Un policía propenso a la violencia descubre que su compañero está traficando con drogas.,"violencia, policía, policía, anti héroe, vigilancia parapolicial","acción, crimen, drama",1989.0,Violent Cop,Takeshi Kitano,4000
"Joey es mujeriego dueño de una pizzería que está casado con Rosalie. Rosalie, llega a los extremos cuando descubre que él la ha estado engañando.","casanovas, incompetence, relación yerno-suegra, tacoma washington, trama de asesinato","comedia, crimen",1990.0,Te amaré hasta que te mate,Lawrence Kasdan,4001
"Un hombre mitad vampiro y mitad mortal se convierte en protector de los humanos, mientras mata a los vampiros malvados.","vampiro, vampire hunter, venganza, la década de 1990, violencia estilizada","acción, terror, ciencia ficción",1998.0,Blade,Stephen Norrington,4002
Un chico intenta evitar que unos alienígenas tomen su ciudad y laven el cerebro a todos sus habitantes.,"boy, alienígena, school nurse, invasión alienígena, arena","terror, ciencia ficción",1986.0,Invasores de Marte,Tobe Hooper,4003
"Un bulldog, una gata y un golden retriever deciden ir por su cuenta a recorrer Estados Unidos, encontrándose con todo tipo de aventuras, al creer que a sus dueños les ha ocurrido algo terrible de vacaciones.","río, estupidez, animal in cast credits, digging under a fence, boda","aventura, comedia, drama",1993.0,De vuelta a casa: Un viaje increíble,Duwayne Dunham,4004
"Los hermanos Pevensie regresan a Narnia, donde son reclutados de nuevo para ayudar a proteger al reino de un rey malvado y restaurar al heredero legítimo del trono, el príncipe Caspian.","narnia, king, bien contra mal, relación hermano hermana, relación hermano hermano","acción, aventura, familiar",2008.0,Las crónicas de Narnia: El príncipe Caspian,Andrew Adamson,4005
"Un cadete de bomberos, dos profesores universitarios y una friki pero sexy científica del Gobierno trabajan contra un organismo alienígena que ha evolucionado rápidamente desde su llegada a la Tierra dentro de un meteorito.","shampoo, alienígena, persecución, hero, helicóptero","comedia, ciencia ficción",2001.0,Evolution,Ivan Reitman,4006
Scott Pilgrim debe derrotar a los malévolos siete ex novios de su nueva novia para ganar su corazón.,"asian canadian, dream girl, película de culto, canadiense, music concert","acción, comedia, fantasía",2010.0,Scott Pilgrim contra el mundo,Edgar Wright,4007
"En la Prehistoria, dos tribus vecinas viven en paz. La tribu de los Cabellos Limpios pasa los días manteniendo en secreto la fórmula del champú que usan. En tanto que la tribu de los Cabellos Sucios no hace sino quejarse y rascarse.","humor absurdo, surreal humor, tribu, shampoo, falsa acusación","comedia, crimen, misterio",2006.0,¡¡¡Caverrrrnícola!!!,Alain Chabat,4008
Un equipo de filmación sigue a un ladrón despiadado y un asesino despiadado en su rutina diaria. El equipo de filmación pierde su objetividad y comienza a echar una mano.,"comedia oscura, falso documental, comedia negra, sátira, desnudez","comedia, crimen, drama",1992.0,Ocurrió cerca de su casa,Rémy Belvaux,4009
"La vida amorosa de Charlotte se reduce a una serie interminable de citas a ciegas desastrosas, hasta que conoce al hombre perfecto, Kevin. Desafortunadamente, su despiadada madre hará cualquier cosa para destruir su relación.","amigo gay, adult son, tickling a woman, bañera, llamada telefónica","comedia, romance",2005.0,La madre del novio,Robert Luketic,4010
Una niña es relegada a la servidumbre en un internado cuando su padre desaparece y se presume que ha muerto.,"presumed dead, acoso, diferencias de clase, India, relación padre-hija","drama, familiar, fantasía",1995.0,La princesita,Alfonso Cuarón,4011
"Durante un retiro de trabajo en equipo en las montañas, un grupo de representantes de ventas es perseguido uno por uno.","female nudity, urinating on a dead body, película grindhouse, absurd violence, backwoods slasher","comedia, terror",2007.0,Desmembrados,Christopher Smith,4012
"La vida de 6 personas mayores de 35 años en Rouen, Francia, y su relación entre ellos.","shaving one's mustache, amor, steel barrel, matrimonio, iranian","comedia, drama, romance",2000.0,Para todos los gustos,Agnès Jaoui,4013
"La amante de un oftalmólogo amenaza con revelar a su mujer su aventura con él, al tiempo que un documentalista casado se enamora de otra mujer.","documentary filmmaker, mistress, adulterio, brother, guilty conscience","comedia, drama",1990.0,Delitos y faltas,Woody Allen,4014
"Jóvenes traficantes de drogas en los proyectos de Brooklyn viven vidas duras y peligrosas, atrapados entre sus jefes y los detectives que intentan detenerlos.","italian american, jewish american, puente de Brooklyn, reference to rosa parks, antacid","crimen, drama, misterio",1995.0,Clockers (Camellos),Spike Lee,4015
Las aventuras de un grupo de amigos de 10 años que luchan por su derecho a hacer todo lo que los mayores no les dejan.,"azotes, young boy, inteligencia, supervillain, young girl","animación, acción, aventura",2002.0,Código: KND,,4016
"Cuando el célebre antropólogo Dr. Ethan Powell, que dejó la sociedad para vivir en la jungla, es encarcelado por asesinato, depende del joven psiquiatra Theo Caulder comunicarse con él.","movie flop, Disney, coche, automóvil, german car","drama, suspense",1999.0,Instinto,Jon Turteltaub,4017
"Un ángel en la Tierra, un médico incapaz de creer, un paciente con un secreto, una historia de amor hecha en los cielos.","candlelit bath, woman wears eyeglasses, barefoot male, man in a shower, objetificación masculina","drama, fantasía, romance",1998.0,City of Angels,Brad Silberling,4018
